,pais,comentario,longitud,entropia
1285,South Africa,Great for dodging traffic,25,3.5932696895151084
1286,United Kingdom,Excellent.,10,2.9219280948873623
1287,Australia,Thanks for listening to my feedback about the size of the reduced running videos. Is there a way to keep where you're at on your newsfeed? It's hard to keep track of where you're up to and actually read through your entire newsfeed when it keeps popping back up to the top and refreshing. \n\nIs it just me or is the app still crashing?,336,4.242988834933809
1288,United Kingdom,Been using for a week now and has highlighted every traffic camera and police car. More users on this the better for me and other users of the app. Download it now people �,172,4.142945401111074
1289,India,I totally love Pinterest! It has changed my way of writing.,59,4.179194007598825
1290,Hong Kong,"it freezes so often on my iphone, and guarantee it freezes when i hit on the other person's dialogue bubble trying to use the copy/reply function.",146,4.110964227655281
1291,United States,"Update removed ability to immediately see who pinned something and to which board, which was one of the most useful things to see. With that gone the app now is cumbersome and annoying to curate boards and a good group of people to follow. Additionally, it seems at least half of what shows up in the home feed are poor suggestions based on my now-irrelevant past searches or paid advertising spam. Pinterest is making itself annoying and useless with every change.",465,4.197473237462446
1292,Australia,"New Facebook app notifications now gives me notifications that aren't necessary, or not updated, or worst, no notifications at all! Like seriously worst feed application design ever!",182,4.2020371608969755
1293,Singapore,"I posted a picture with captions and it wasn't a problem before. But i reviewed the photo and realized there wasn't any captions, even after i reposted the photos, try to edit the caption, it just shows error saving changes. ? and please change back the non chronological posts things",284,4.178378713661053
1294,India,Good app,8,2.5
1295,Singapore,- i like facebook but needs to improve more\nSuggestions:\nCan write something to individual images even if they are uploaded in a group - done\n- possible to select different font style and font size? \n- can bold the letters?\n\nGoodluck! More power!,252,4.360758335397874
1296,Hong Kong,Please advise where can I make the complaint that you Facebook  always block my right to leave messages during others' live broadcasting without any concrete & sound reasons! This is the second time! I feel so discontent about it! Can your head office manage this problem seriously! So bad!!!,292,4.308068525654423
1297,United Kingdom,I have loved Pinterest for a few years now. Recently there was an update where you could click humour and get every pin under humour and scroll for eternity. The new update however has changed the humour section to group certain types together. There doesn't seem to be an all humour section anymore. They did so well and then ruined it by going to far. I now hate Pinterest and rarely use it,392,4.163345707392892
1298,Singapore,Very user-friendly app. Very comprehensive. Good and easy to understand displays and readings.,94,4.13746867346763
1299,South Africa,Absolutely best app! Communication has never been easier!,57,4.101819234111108
1300,India,Awesome app,11,3.0957952550009344
1301,Singapore,Awesome Favourite app for posting beautiful pics! Great app that's easy to use! Thank you for creating this!,108,4.263157241031937
1302,Hong Kong,"No in app notifications, need to click into the app to receive the msg",70,3.858790550088236
1303,Singapore,Good. Would be better if alternative routes are shown. Routes are not always the fastest route.,95,3.952883463937901
1304,Hong Kong,the update is just for the ad post.\nrubbish,44,3.924754631470696
1305,United States,I'm aware of the food I get every day,37,3.6656853797164164
1306,Hong Kong,！ ！,3,0.9182958340544896
1307,India,One of the best must have app on your device !!,47,3.9750392568366264
1308,United Kingdom,Still doesn't support iOS Health :-( \n\nHad my Charge HR nearly 2 years and they still haven't done this!,106,4.3637652669000335
1309,Canada,J'adore,7,2.8073549220576046
1310,United States,Easy to use,11,3.0957952550009344
1311,India,I updated the app. but still it dnt show the Icon.!!,52,3.933318267911655
1312,Hong Kong,"iPhone 7, whatsapp,  whatsapp,  app,  delete whatsapp ， record 。",64,3.8470242196590494
1313,Australia,I quite like instagram but I've noticed that it's now started copying a lot of snapchat features and has just added face filters! It's really dumb so please stop and go back to being the best. Live up to your description,220,4.248105380111219
1314,Australia,I can't get the volume button to work on rewind...�,51,4.056667930326241
1315,Singapore,Ok ok la,8,2.5
1316,Canada,I always have to delete and reinstall the app because it can use up to 2Gb of storage,85,4.000434916156047
1317,Hong Kong,"The whatsapp keep logging me out like 10 times a day, and I just couldn't change the background no matter how many times I tried!!! Real bad!",141,4.35491902755011
1318,Hong Kong,post， ！,7,2.8073549220576046
1319,South Africa,??�,3,0.9182958340544896
1320,United Kingdom,Improved.,9,3.169925001442312
1321,Canada,"Instagram, why? I have a normal running phone but when it comes to the notifactions lord, do I have something to say. THEY ARE DELAYED. When I get a notification from one of my favourite idols, I think it's a new photo for video they are posting but NOPE, they actually posted that specific photo HOURS ago. For example, I get a notification saying that Danisnotonfire just posted a photo! I click on the notification only to check the time stamp that he actually posted the photo two hours ago. INSTAGRAM FIX THIS!!",516,4.54870316927581
1322,Canada,Missing the old Pinterest. \nWhy in the name of all that is good and holy did you get rid of the like button?,109,4.042338210091468
1323,Hong Kong,"After upgrade Facebook, its worse than before, cannot review Album n still upload photo in one batches (40photos), pls fix it urgently.",135,4.435037042278883
1324,Canada,You are already making piles of money from our personal info - leave us alone!!,79,3.954947681122198
1325,Australia,Instagram is really good because you can share posts witge your friends and it lests you connect to old ones. I LOVE Instagram and use it all the time?highly recommended it�,173,4.2269201547110455
1326,South Africa,On it 24/7 and even have a page for my Great Dane�,50,3.982390233501441
1327,United States,Instagram is my fav app on my phone it made me more closer with my friends and I'm happy so I love instagram...?,112,4.13596718513501
1328,United Kingdom,Top class,9,2.94770277922009
1329,United Kingdom,For the last few days I have been unable to load up Pinterest on either my phone or iPad. Have deleted the app and re-installed it but sadly nothing on either. All was working fine a few days ago and now I can't get on to my most favourite and constantly used app ?.. not sure how I make it work but assume a fail in last update?   Different colour boxes appear but no photos load up???  Gutted.  Please rectify this issue Pinterest as I'm missing being able to access it �,473,4.272684106392577
1330,Australia,"The app crashes when trying to view some accounts, get cracking and fix this guyssss",84,4.143507347747509
1331,Hong Kong,App ， story ， ， ， 。 ， effect， ，2017 App，,40,3.4914460711655213
1332,Singapore,"WhatsApp keeps disconnecting after this update. Even when my phone just lock its screen, my WhatsApp app disconnects. Why break things omg",138,4.3161004490991015
1333,Australia,"Had an early problem, fixed easy. Log out delete reinstall.\nA great way to defeat the tyranny of distance.",107,4.181478967858068
1334,Hong Kong,"button bar,\n ， andorid ？\n 。",29,3.6990278753194064
1335,South Africa,I love the app but don't like it that people can check if I am online or not.,77,3.9106952719526555
1336,United Kingdom,I really do love Pinterest and is a really bad addiction for me but the past few updates makes finding pins relating to my boards much harder such as when you clicked a image you used to could view all the other boards where that pic would be saved on I mean the 'saved to 24 boards' sort of thing and that used to be so useful and made it so much easier to find boards to follow and pins but now that's removed it's really annoying I wish you could bring that back in your next update.\n\nI don't like the notifications either like I find it hard to follow who's pinned my pins and who is following me and which boards but I don't mind that really but I did prefer how it used to be. \n\nAnother thing also I don't know if it's a glitch or something but when I follow board and people and if I wanted to look back at their boards or profile I obviously go on my profile and click who I'm following and what bo,910,4.234599121593136
1337,United States,"The app use to be so user friendly, now it's not as enjoyable because it's trying to compete any and everyone!",110,4.12291809806453
1338,United States,I absolutely love it! Been a subscriber for years!,50,3.9532696895151074
1339,United Kingdom,عاليس,5,2.321928094887362
1340,United Kingdom,"I can't see my notifications, (only when they appear on my screen, I go to look and its showing me notifications from 2 days ago?)it's slow and freezes. Even when updated! I just want to be able to nose and post nice things! ?",226,4.305475578727445
1341,Australia,Love it's usability and ability to connect the creative community.,66,4.036131430813238
1342,Hong Kong,No longer be able to see board list which saved the pin. Bad version!,69,4.036066930322876
1343,India,I am losing the feel of using whatsapp.. do remove that status thing which was copied from snapchat.,100,4.124372662713387
1344,Hong Kong,app\nRubbish,12,3.2516291673878226
1345,United Kingdom,"I love Facebook especially the app...\nIt provides a sense of safety, security and comfort whilst travelling anywhere alone...\nIt is a tool and is perfect to stay up to date with multiple friends at once. I think the impact Facebook has had on the world is extremely positive. Allowing people to network across the world and stay in touch with people Internationally is incredible! Exchanging details with people we pass by and communicating, sharing snippets of our lives and thoughts with each other along the journey of life is wonderful. The benefits of having the application on the mobile far outweigh the negatives! \n\nI believe Facebook has strengthened family bonds globally, giving people the opportunity to share experiences with others is a lovely feeling! Especially for busy entrepreneurs, it encourages family members and friends to show we care even when we are extremely busy! \n\nA* app - Tip",912,4.363831176015112
1346,India,Everything was good and suddenly Unable to download images since morning having tough time \n Receiving some important msgs from work \n Pls update ASAP,152,4.356277421559987
1347,United States,It has a very good food calorie data base with a nice social network.,69,3.986982554266168
1348,United Kingdom,"This is the only messaging app that won't let you view your contacts, unless you go into start writing a message to them! It's a messaging app, but you can't directly access your contacts, absolutely bonkers!",208,4.190788617372188
1349,Australia,Great app,9,2.725480556997868
1350,United States,"Love the app!!! Could tell you when to make a turn a little sooner. Says my house is four doors south from where it actually is, but good thing I know where I live.",164,4.252565145979862
1351,South Africa,Couldn't do without it,22,3.390805482076982
1352,United Kingdom,"App likes to crash, 3 times today, hardly crashed that much a week till the most recent update (11.6.17)\n Bit annoying when you're 8months down your time line looking for an old post 🙄😩😡",187,4.4853401702609235
1353,United States,This has some of the greatest ideas the world has to offer.,59,3.6868175630673017
1354,United Kingdom,I live instagram... \n \n A little to much 😂😂😅😅,47,4.117378744834346
1355,India,🟽,1,-0.0
1356,Hong Kong,Reli got too much advert,24,3.772055208874201
1357,South Africa,Great place to store memories,29,3.4830050302680133
1358,South Africa,"1) \n Occasionally in a chat it will suddenly go to a previous message instead of displaying the last message in that chat. \n \n Example: while typing a message or doing anything in a chat, suddenly it will show a previous message in the chat instead of showing the last message that was sent. \n \n 2) \n There is still a problem with Voice Notes getting cancelled while recording. \n \n Example: while recording a VN suddenly after a few seconds it gets cancelled automatically and then an incomplete VN is sent. \n \n 3)\n With regards to improvement it would be nice to hide status updates completely without still seeing a blurred out picture of the status. \n \n Looking forward to the new edit/retract feature!",718,4.301675610287476
1359,United States,Wish messenger was still in the Facebook app and not a separate one,67,3.8974291166346706
1360,United Kingdom,Such a slow system which often needs to be closed and reloaded.,63,3.95486731649513
1361,South Africa,Really on top of it! Active reports. Accurate at least 95% of the time!,71,4.108680692936951
1362,United Kingdom,A good way of communicating with your friends and family and is also good for arranging things overall an amazing social media,126,4.013883754919948
1363,India,After i updated my what's app yesterday the chats contact are double,68,4.000903404091551
1364,Singapore,Hope Apple can have more than 1 people in the call :) it would be appreciated thanks,84,4.044087591696847
1365,Australia,Love it,7,2.8073549220576046
1366,Hong Kong,"Suggest this function for return msg and voice , similar with Skype (can edit the msg and remove)",97,4.24384641773438
1367,Australia,"I'm sorry, but GET RID OD THE CAMERA SWIPE! SO ANNOYING!!!!!!!!!!!!!",68,4.193537659424302
1368,United Kingdom,I am sick of having to double sync the device in order to see sleep information you used to get it as soon as it did one sync now you need to sync it twice! What a waste of time.\n \n Device: Fitbit Flex!,204,4.149250874700431
1369,Hong Kong,， 。,3,1.584962500721156
1370,Hong Kong,machine hanged after download this new version...,49,4.012597732604639
1371,United States,Can't live without,18,3.6835423624332306
1372,United States,So I can't post any more than one picture at a time off the app on my phone and it is so frustrating. Please fix it! I want to be able to post my 40 pics without the entire thing freezing and crashing. Thanks:),210,4.236366427799274
1373,Australia,I can't see what I'm typing in comments and it's driving me a little crazy 🐮,76,4.05373887064689
1374,South Africa,Great app and essential to have!,32,3.6883072359050906
1375,India,Great,5,2.321928094887362
1376,Hong Kong,just like it!,13,3.238901256602631
1377,Singapore,Why cant people hear me when i talk? So damn annoying i swear! zzzzz,68,4.109384248165894
1378,Australia,"Current versions of the app have an over-the-top amount of advertising, which is a real shame.",94,4.121018714551146
1379,United States,Very helpful,12,3.2516291673878226
1380,Canada,"You should hire me to improve user friendly status. I was very good at this because l treat every user has just grade 3 education, while your programming guys treat the users the same level of education as them or Mark, the boss, and many things you have to think before you can use. This is just not on if you want bigger users of facebook.",341,4.217209120348728
1381,United Kingdom,Since the last update I have to keep signing myself back in and have to constantly put in my password in the settings on my phone. Same with the messenger app. Annoying!!,170,4.181733723422608
1382,Australia,Works incredibly well!! It's fast and reliable and it allows you to do all the things you could on a computer.,110,4.20910290739003
1383,Singapore,Unable to link post to fb after the update.,43,3.867670568454333
1384,Hong Kong,，,1,-0.0
1385,Canada,It is what it is and it's good at that.,39,3.3639740914379535
1386,Australia,"Much less involved than other social media, I love it.",54,4.015750409603562
1387,Australia,Instagram is meant to function via hashtags. Then they shadowban you and they don't work. \n Refuse to acknowledge the issue. Refuse to explain why or how.,155,4.291063926672263
1388,South Africa,Instagram is a really kool platform to share pictures whether of yourself or just beautiful works of art . thank you .,118,4.086603221391923
1389,United Kingdom,Beat social media platform,26,3.7483286603655745
1390,Singapore,Unable to mass upload photos. So frustrating,44,4.07035399411994
1391,United States,"Nice, easy app to keep track of calories for weight management and weight loss.",79,4.135676390418758
1392,India,Cannot sign in. The sign in page is flashing and keeps saying authorisation failed  when I don't even touch the screen,118,4.036809303592897
1393,United Kingdom,Simply brilliant. So accurate with its time estimations and the routing has been faultless.,91,4.093939863599652
1394,Australia,Random reloads in the middle of reading something and regular crashes. Very hard to use.,88,4.020395042308192
1395,United Kingdom,"Just gets worse and worse not like your do anything about it but hey ho, unable to play games such as draw something because of Facebook, also a major floor in my eyes I will click LOG OUT go to sign back in and it DOESNT even ask me to enter my password!! Same with deleting the app re installing it yet it DOESNT ask me for it which I think it pretty bad!! Also why the hell am I seeing posts from last week and not from today! Talk about annoying Sort it out",461,4.387066473359655
1396,United Kingdom,Says I have a notification. Doesn't show up what it is since the most recent app update today.,94,4.051913461314726
1397,Hong Kong,what happens to new update?,27,3.5319412055466586
1398,Canada,Th is app made me sad cuzz I. Like prime and newess don't likey also transforms anamated is 🠾,93,4.140813790190358
1399,South Africa,Apps can learn from this one. Makes my life easier.,51,3.9801947042499646
1400,India,I'm using iPhone 6s Plus and my WhatsApp is not working. Please help!,69,4.330723145178191
1401,United Kingdom,"The ads in the middle of videos is a ridiculous idea, either put them at the start or don't have them at all",108,3.8451929088111716
1402,Singapore,Hi my what's app keeps crashing . I have tried reinstalling the app and resetting my network settings. It still doesn't work. Mine is iOS 10.3.1 and also I cannot update my software to iOS 10.3.2 TOo:( it's says there is error,226,4.41426761514587
1403,Singapore,App keeps crashing when I open a group page. Not sure why. I've lost count of the number of times it has happened.,114,4.212785338100597
1404,Singapore,Awesome,7,2.5216406363433186
1405,Australia,The tiny X to remove Pages You Might Like that you don't like or have already liked is so difficult to hit sometimes.... needs a Remove like Friends You Might Know.\n \n And so sick of Top Comments - should be away to show ALL COMMENTS CHRONOLOGICALLY BY DEFAULT!!!!!,267,4.815054912282292
1406,Singapore,WhatsApp is the most used app in my iPhone. I find that this app does messaging right. Best part it's free not to worry about messaging limit. :),145,4.173365851125536
1407,United Kingdom,I love this app it never lets me down ! I would be lost without it,66,3.849181484939943
1408,United Kingdom,"An instant insight into the everyday lives of other people. It lets you create a great looking photo, not just a quick snap with the ordinary camera. It's not just pictures of people's food.",190,4.225366961457215
1409,Hong Kong,.. .. .. ..,11,0.8453509366224365
1410,Hong Kong,？upgrade,8,3.0
1411,South Africa,My WhatsApp status isn't working and this is very annoying because all my other friends and families statuses work but mine doesn't 👴 posts on my phone but on my friends phones it doesn't show that I have a story 🐮. Please fix it.. Thank youu �,244,4.308132928860238
1412,Australia,Update won't download unless I have wifi (which I don't have) please fix. iPhone 5 user...,90,4.3345049151003545
1413,Australia,Wonderful App BUT doessn't work with iOS4.3.5,45,4.5970828184076655
1414,Singapore,"There seems to be a number to indicate there's notification but when I enter the app, there's no new Likes or Comments for my posts at all",138,4.051752431592057
1415,South Africa,New version is terrible. It does not pull data from Apple Health app anymore. It always use to pull data from Apple Health app which was fed by the apple watch. No way to compare calories in vs calories out. I thought updates are meant to make the app better?,259,4.189679732935088
1416,United States,My account got hacked and they won't do anything about it...not even deactivate it. Tons of kids follow me and now there is nude pictures and crap!,147,4.205866919392343
1417,Canada,.,1,-0.0
1418,Canada,Terrible design. Can't see any new friend requests and I hate how messages are now a tiny button at the upper right corner. Liked it better when all the tabs were the bottom.,174,4.087171543273335
1419,Hong Kong,"Since last update, the time when left message info is lost \n  㳄update ， ， ？ ？",78,4.028579068282247
1420,Australia,Its crashed most recent and news feed down,42,3.632409161805102
1421,South Africa,"This could have been a great app. However, it does not integrate with Apple Health App. I detest having to go to multiple apps to view my health information.",157,4.183811238400158
1422,Australia,Seriously the BEST app to increase your instgram followers and likes. And this is the most working... You have to pay and the prices are pretty good. One thing is you have to active on ur account otherwise your followers may unfollow you. That’s it. Rea,253,4.319294127528204
1423,United States,Can you have a merge boards option?,35,3.9788640881880974
1424,United Kingdom,Good app,8,2.5
1425,Canada,Mais j'aimerais bien que tout soit en français car les aliments son toujours en anglais,87,3.8953715844164116
1426,United Kingdom,Facebook messenger is pointless why have messages on Facebook when you can't open them without this pointless messenger app why it's rubbish :( \n \n Mark Zuckerberg likes our money but doesn't like dealing with complaints there is no contact number for dealing with complaints and no replies to you complaints by email so Facebook is more like Wastebook,354,4.271578781332674
1427,Australia,"Yes , lot of interesting 🍲 photos in HD in all aspects, 😊. Love ❤️ ly.",70,4.171541290775322
1428,Singapore,Crashes EVERYTIME I open a page.,32,4.003928031846025
1429,South Africa,Great app! Really very good. Highly suggest it.,47,4.136056203527486
1430,South Africa,It's great,10,3.121928094887362
1431,South Africa,The amount of data being deducted from viewing a video is too much. Reduce your data intake on videos or at least indicate that the person updated a video so that we don't view it if we don't have enough data. \n Please work on that\n \n Also PLEASE BRING BACK OUR FAVORITES,274,4.489644872100617
1432,Canada,Luv it 🠡!,9,2.9477027792200903
1433,Australia,Works as well as expected,25,3.653660689688185
1434,Australia,No customer support. No protection against harassment. Inundated with dodgy China ads. Where is all the ad revenue going greedy zuck? Not employing customer service. Shame on this sick 'philanthropist',201,4.365070577028415
1435,United Kingdom,Awesome app �,13,3.238901256602631
1436,Hong Kong,Hahahshhs,9,1.8365916681089791
1437,United Kingdom,No options for the old profile pictures to set them again !!!!!,63,3.9344394358950825
1438,Australia,Great App to accompany your fitbit,34,3.85586569475248
1439,Hong Kong,Update �,8,3.0
1440,Canada,Great app for traffic uodates,29,3.60747539145549
1441,United Kingdom,You seriously need to remove the swipe right for camera function!!! Sick n tired of trying to scroll and getting the poxy camera!!! If I want to take a pic I will use my camera not a bloody app!!!!!,198,4.242810100635383
1442,United States,"I think this app is magnificent. the only issue is the new update Instagram Stories. it happens to be EXACTLY like snapchat. it's a bit much. but overall, this app is a great way to spread fun and cheer for all who are near!",224,4.324969507857763
1443,Singapore,This is a must have navigation app for all drivers and riders,61,3.8741170388535764
1444,United Kingdom,Best there is,13,2.8731406795131336
1445,South Africa,Lost everything,15,3.640223928941851
1446,Hong Kong,"Since my friends' and my whatsapp stopped at 18-5-2017 around HKtime 1:30-49am, the time of last seen doesn't show the same as the message time.",144,4.437790644381683
1447,India,"Please fix an annoying bug on Iphone 7 . Whenever I try to Direct Message someone photos , it sends 2 photos instead of one.",124,4.147098571172953
1448,United States,"Very detailed, great for skirting traffic",41,3.876355517954656
1449,Canada,"In my opinion #1 app, crucial app....\n Would pay a fee if I had to!",68,4.141543445405334
1450,Hong Kong,wifi ， ！！,9,2.503258334775646
1451,United States,The latest update is completely useless. I can't even get on Facebook as soon as I get on the app it crashes. I've tried deleting and redownloading and it still crashes as soon as I log in.,189,4.058757635173242
1452,Hong Kong,"apps app, delete download， download",35,3.4972997175517175
1453,India,For the past few days I am having problems downloading images and videos sent to me.,84,4.09588830012846
1454,Canada,Best app for real time traffic by far. Only 4 stars because the maps quality aren't great compared to others and Google maps provides better views of alternative routes while driving with eta estimates. \n \n Still is my favourite navigation app.,246,4.255974904621293
1455,Hong Kong,"So much bugs after update, even unable to load the picture",58,4.0503097217773325
1456,Hong Kong,iOS，9.3.2 ， app ，,17,3.2927701939369904
1457,United Kingdom,Yet again another update that breaks the app nothing is showing on the app icon to tell me I have any notifications I have to open the app for that fgs sort it out,163,3.90289453324392
1458,South Africa,"How do I reset this stupid 100mb limit thing, like seriously, I have more than 6 gigs of data and I can't download Facebook for 250mb😡",134,4.4794032901638206
1459,India,"hi,\n please come with an option to secret lock some of the chats as our privacy issue is disturbing.",101,4.123869745657277
1460,United Kingdom,Ok,2,1.0
1461,Hong Kong,1. \n 2. post \n  app \n 3. timeline posting\n 4.Can't translate,64,3.9250939450082623
1462,India,"Improve the messaging system. If someone is sending multiple messages, then some messages doesn't shows on that same time. However after refreshing it or using it after sometime it shows up.",190,4.002549474022594
1463,Canada,Can't login..,13,3.3927474104487847
1464,Singapore,Keep the good work,18,3.3774437510817346
1465,United Kingdom,Bought my Fitbit week ago and I love it! Great watch and great app!,67,4.1663430975388485
1466,United States,The tittle speaks for itself!!,30,3.681727678869736
1467,United States,Instagram is a wonderful place to share what you enjoy seeing and doing with the world. Great job Instagram!,108,4.2261218788396535
1468,United States,Good app,8,2.5
1469,United Kingdom,Very easy to use app.,21,3.403989446485262
1470,United Kingdom,facebook use to be barebable but now... \n 1. scrolling through my timeline and that camera thing keeps making an appearance! what is that?! don't even want to slide it across but it does it anyway!\n 2. where's the bit you slide across telling you whose online?!\n 3. why does there HAVE to be a separate app for messenger? \n 4. WHY AM I STILL SEEING INAPPROPRIATE CONTENT ON MY NEWS FEED! \n long story short... it's gone down hill... drastically...,452,4.757802312882688
1471,Hong Kong,app...,6,1.4591479170272446
1472,Canada,Works extremely well with my FitBit and great to track food,59,4.107302907256687
1473,United States,I love it!!! I find everything that I'm looking for.,52,4.0937305831096555
1474,Canada,What are those terrifying new buttons at the top of the interface for??? New functionalities with no explanation whatsoever,123,4.030234397151114
1475,United Kingdom,^ Is the nicest way to say it! It's overall not bad but i keep getting an annoying hour of it saying connecting... and won't connect whether you have full bars of wifi or 4G! Kinda driving me crazy..,199,4.32107140693749
1476,Australia,AMAZING,7,2.5216406363433186
1477,Canada,Really handy and easy to use.,29,3.578001151032271
1478,Canada,"PLEASE make it possible to preplan meals I use another app for this. What is the point of logging food after you've eaten?? Or only planning for one day. I love planning my weeks and shopping accordingly, to me this is a HUGE flaw, would love to use the app for cal intake/burned but I don't have time to enter food Everyday I would rather do it once for the week! Love the rest of the app!!!",392,4.410747523336749
1479,Australia,"Love this app, Pinterest is full of great ideas and pictures, so helpful!!",74,4.12270146799501
1480,India,I cannot update my Facebook App on my iPhone 5 please fix the update problem and tell me how I update my Facebook on my iPhone,126,4.155074067854466
1481,United Kingdom,Latest update as poor as the last I'm afraid.,45,3.8026083756407085
1482,United Kingdom,Best social media app,21,3.5585186130489057
1483,South Africa,"Good day. Since my whatsapp updated this morning, I'm unable to open the programme at all. I have an iPhone. How do i fix this?",127,4.3579728302472605
1484,Canada,Love it,7,2.8073549220576046
1485,Canada,It's good �,11,3.095795255000934
1486,Canada,Très pratique et assez précis �,31,3.756795811071915
1487,Canada,"Je ne peux ni ajouter, ni supprimer mes photos :-(",50,3.9524876891689527
1488,India,Best app ever made,18,3.2390979179887864
1489,United Kingdom,Here it was 300 bad reviews and it got deleted yesterday the app is full of bugs,80,4.033581190126887
1490,Australia,I was going great guns until all of a sudden I cant comment or give likes anymore. Wonder why??,95,4.195076792857833
1491,Hong Kong,upload 🟽,8,3.0
1492,Canada,All a mutual follow feature to see if the person follows you back would be a gereat feature!,92,3.94387645553433
1493,United States,"I can't upload a video from my camera roll to IG stories without it crashing literally every time. I've tried deleting and reinstalling the app several times, and restarting my phone. Nothing works, it keeps crashing. I can't add any videos to my stories and it's getting super frustrating.",290,4.239580341329228
1494,India,Really useful and helpful. Thanks instaa,40,3.8757163090882543
1495,United Kingdom,It's good,9,2.94770277922009
1496,Hong Kong,,3,0.9182958340544896
1497,Singapore,Stop making redundant updates please.. bring back the chronological timeline,76,4.192742277447152
1498,United Kingdom,Difficult to understand. Took me a long time to work out how to use it and still not sure I've mastered it.,107,4.053886792329349
1499,United Kingdom,Goood,5,1.3709505944546687
1500,South Africa,These ads in the videos that we are forced to watch and can't skip are totally ridiculous!,90,4.047982686306627
1501,Australia,I use ios 8 on iphone 6 but i didn't get face filter,52,3.9360434496438916
1502,United States,"No puedo enviar chats, la aplicación se congela y desaparece el botón de enviar. Desinstalé y volví a instalar y se sigue colgando la aplicación cada cierto tiempo y los chats no se envían. La única app que no funciona en mi teléfono es WhatsApp",245,4.210053105226881
1503,Hong Kong,"I choose recipients and though the msg send to them separately, and then it forms a group chat??? That is totally stupid !!!! And so lucky I choose only two people. Please fix this user-unfriendly problem !!!!!",210,4.358249060972938
1504,India,"I dnt know wat facbook update is for ....... N y d updates r so frequent ..... N i dnt knw y the size of the update is so high ...., can any body reply me for this",163,4.135343423169647
1505,United Kingdom,"Got rid of the app and just use Safari. So much better, no real difference (unless you're an addict) and it's freed up so much data on my phone.",144,4.192717727369457
1506,United States,"Desde hace 4 meses he escrito a Instagram para que me resuelvan mi problema con las publicidades , ya que las misma se aprueban y no son visibles a público... y hasta ahora no recibo respuesta no solución a mi problema , siendo empresa necesito utilizar el servicio de publicidad de manera óptima.",297,4.138478778813724
1507,South Africa,Cant send or receive any messages but all my other social media apps are working ?,82,4.082957346906342
1508,United Kingdom,"The timeline is all over the place, if you come out of the app it jumps back to the top so you have to scroll back to where you were and I am now unable to follow people!!",171,4.077193891840434
1509,Singapore,Why does ios facebook app have such slow loading when you first start it up after so updates stating speed improvements. Now i get network error when i am still connected to a fast 4g network with full signal strength. Your app is getting worse not better!,256,4.192419417410785
1510,United Kingdom,This is a fab app works great with my fit bit helps me keep track on things easy to set up and use love it,106,4.008344775949963
1511,South Africa,Ease of use and connectivity with likeminded individuals. Awesome app!!!,72,4.230136766404144
1512,Australia,Awesome product. Finds routes around tolls that Apple and google can't.,71,4.146157776004246
1513,South Africa,I cannot find my contact list. I want to view people's profile pictures without actually going into their profile. Mark make a plan. Bring back the favorite list. Please. Not much to ask for,190,4.2935282335908225
1514,United States,instagram should have a night mode just like twitter,52,3.988525294897748
1515,United States,Don't like that the Like option is gone but I absolutely HATE that you can't see who is pinning or even what board they're pinning to now. The feed looks like an utter mess now and I don't even want to scroll through it anymore. Such a shame how downhill these updates have sent this once great app.,299,4.233752404383347
1516,Australia,I LOVE instagram. My fav form of social media.,46,4.205536075989824
1517,Australia,Great,5,2.321928094887362
1518,United Kingdom,Amazing,7,2.8073549220576046
1519,Canada,"The app is okay but it takes up way too much space, especially with the updates.",80,3.960154466354966
1520,United Kingdom,Fantastic I use what's app personally & for business,52,4.07965750780467
1521,United Kingdom,"Good fun, easy and simple way to express through photo.",55,4.162111531234447
1522,United Kingdom,Detail the changes because I want to know what you have changed and all that,76,3.8799777206290567
1523,Hong Kong,，,1,-0.0
1524,United Kingdom,Uninstalled as it attempted to update buy itself and couldn't. Won't be bothering again. I'll go back to my paid fb apps,120,4.196028018797188
1525,India,Useful for all people,21,3.2728043273346206
1526,Canada,"When I am being good and use the app consistently, it's great! The reminders help and keep me focused.",102,4.215401201546996
1527,India,It was fun to be on Insta always,32,3.502620407472074
1528,United States,"amazing, truly. the fidget spinner videos are the best thing yet about Instagram! my eyes glow up whenever I see a fidget spinner suddenly pop up in my feed, truly, honestly, just seeing them make me the happiest person alive. my life was so dull before, but now that fidget spinners have come out it makes me happy that Instagram shares that GREAT content videos. I do recommend this app to all you fidget spinny loving people. :)",431,4.324112604771956
1529,United Kingdom,Every fourth post an ad and the posts are no longer in timeline order. Deleted,78,3.9414789832022703
1530,United Kingdom,"As an older (and much slower) user of Instagram I would appreciate a downloadable instruction manual of all the controls and definitions from Instagram so I can use this otherwise excellent tool to the full. Also a big pain is when I try to edit my profile, if I delete any text the keyboard pops up and covers it so I have to guess where to end.",346,4.206107519288969
1531,South Africa,An absolute essential app for city commuting.,45,4.113206429278392
1532,India,Do us a favour and just close the f app doesn't work anyway,59,4.032498718919951
1533,United States,Creative routing around traffic problems. Uses your speed and reported problems to detect backups and generate workarounds if available. So keep those reports coming Wazers if you're not driving that is! \n \n Drawback is the battery drain thus removing one star.,263,4.3269399781528675
1534,Australia,Instagram is great except for some old people like me. I wish all the functions were also available on my desktop. I find that very frustrating.,144,4.236417244672364
1535,United States,"98% of the time Waze provides the best route. No digital devise can compete with the street knowledge of taxi drivers, or the realities of street lay outs in suburban developments.",180,4.218366401323258
